Site Name,Device Hostname,Device Description,Software,Version
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LMIGUIAgent,4.1.13393
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Installer Progress,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Dock,1.8
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Installer,6.2.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Install in Progress,3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,HP Uninstaller,5.14.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,HP Utility,5.48.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,hpdot4d,4.17.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,hpdot4d,5.13.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,hpPreProcessing,2.6.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,HPScanner,1.10.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,iCloud,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,iCloud Drive,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,iCloud Drive,15.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,iCloud+,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,iCloudUserNotificationsd,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,identityservicesd,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,IDSRemoteURLConnectionAgent,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Image Capture,8
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Image Events,1.1.6
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Image Playground,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,imagent,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,IMAutomaticHistoryDeletionAgent,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,iMovie,10.4.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,IMTransferAgent,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Install Command Line Developer Tools,2409
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Install Spotify,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,loginwindow,9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Display Calibrator,4.19
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,DiskImageMounter,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,asannotation2,1612.21.3110.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AskPermissionUI,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AskToMessagesHost,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Assistive Control,2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,atmsupload,1602.25.3106.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Audio MIDI Setup,3.6
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AutoFillPanelService,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AutomationModeUI,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Automator,2.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ARDAgent,3.9.8
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Automator Application Stub,1.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AVB Configuration,1320.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AXVisualSupportAgent,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,BackgroundTaskManagementAgent,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Backup and Sync,3.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Batteries,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Bind,2.2.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Bluetooth File Exchange,9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Bluetooth Setup Assistant,9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,BluetoothUIServer,9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Automator Installer,2.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Archive Utility,10.15
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AquaAppearanceHelper,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AppSSOAgent,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,adobe_licutil,Adobe License Utility 1.2.0.1 (BuildVersion: 1.0; BuildDate: Wed Apr 13 2011 21:49:00)
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AEM Agent,4.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AinuIM,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AirDrop,15.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AirPlayUIAgent,2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AirPort Base Station Agent,2.2.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AirPort Utility,6.3.9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AirScanLegacyDiscovery,607
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AirScanScanner,18
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AMSEngagementViewService,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AnyDesk,7.0.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AOSAlertManager,1.07
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AOSHeartbeat,1.07
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AOSPushRelay,1.07
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AOSUIPrefPaneLauncher,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,App Store,3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Apple Diagnostics,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AppleMobileDeviceHelper,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AppleMobileSync,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AppleScript Utility,1.1.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,AppleSpell,2.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,BluetoothUIService,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Books,7.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Boot Camp Assistant,6.1.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,BrainPuzzle,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Conflict Resolver,8.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Console,1.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Contacts,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Contacts,14
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ContinuityCaptureOnboardingUI,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Control Center,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ControlStrip,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,convertpdf,1.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,CoreLocationAgent,2964.0.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,CoreServicesUIAgent,369
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Coverage Details,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Database Events,1.0.6
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Desk View,2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,DFRHUD,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Diagnostics Reporter,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Dictation,6.2.9.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Dictionary,2.3.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Digital Color Meter,5.26
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Directory Utility,6.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,DiscHelper,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Disk Utility,22.7
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Computer,15.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,DiskImages UI Agent,671.100.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,commandtohp,2.5.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ColorSync Utility,12.1.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Build Web Page,10.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Calculator,11
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Calendar,15
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,CalendarFileHandler,8
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Calibration Assistant,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Canon IJScanner2,4.0.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Canon IJScanner4,4.0.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Canon IJScanner6,4.0.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Captive Network Assistant,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Certificate Assistant,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,CharacterPalette,2.0.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Chess,3.18
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ChineseTextConverterService,2.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,CIMFindInputCodeTool,104
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,CinematicFramingOnboardingUI,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Cisco WebEx Meeting Center,1704.26.3202.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Cisco WebEx Start,0.5.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,CiscoWebExUpdate,0.2.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ClassroomStudentMenuExtra,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Clock,1.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Cocoa-AppleScript Applet,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,commandFilter,1.71
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Adobe Flash Player Install Manager,32.0.0.303
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogMeIn,4.1.13393
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogMeIn Control Panel,4.1.13393
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Summary Service,2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SyncServer,8.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,syncuid,8.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,System Events,1.3.6
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,System Information,11
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,System Settings,15
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,System Speech,9.2.22
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SystemUIServer,1.7
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TamilIM,1.6
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,storeuid,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TCIM,104
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Terminal,2.14
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TextEdit,1.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TextInputMenuAgent,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TextInputSwitcher,1.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ThermalTrap,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Ticket Viewer,4.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Time Machine,1.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TIPS,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Tips,15.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Template,3.7
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Stocks,7.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,STMUIHelper,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Stickies,10.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Shortcuts Events,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Siri,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Siri,3405.23.2.14.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Skype,8.74
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Skype for Business,16.31.11
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SmartCard Pairing,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,sociallayerd,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Software Update,6
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SoftwareUpdateNotificationManager,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SonicWall Mobile Connect,5.0.13
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Sonos,12.0.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Sonos S1 Controller,11.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SpacesTouchBarAgent,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Speech Downloader,9.0.72
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SpeechRecognitionServer,9.0.72
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SpeechService,9.2.22
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Spotify,1.1.40.508.gd5bc2931
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Spotlight,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Spotlight,3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SSMenuAgent,3.9.8
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,StageManagerOnboarding,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TMHelperAgent,13
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TrackpadIM,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TransliterationIM,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TV,1.5.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,YouTube,38.0.2125.111
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,zoom,6.6.10 (69071)
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,{FA19351D-E98C-48C1-B5E1-0C8C42B5E11C},4.2.4.0
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,ABAssistantService,14
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,50onPaletteServer,1.1.0
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,SmartCard Pairing,1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Siri,3405.23.2.14.1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Siri,1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Shortcuts Events,1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Shortcuts,7
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,ShortcutDroplet,1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Setup Assistant,10.1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Setup,11.0.0.20
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,SEPS_0_25_0,6.7.0.278
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,SentinelOne Extensions,24.3.2
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,SentinelAppVulnerability,1.3.5
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,ScriptMonitor,1.0.1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Script Menu,1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Script Editor,2.11
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,Screenshot,1
"The Core Club Fifth Ave, Inc.",tarragon.local,tarragon - maku-buku-puro.local,ScreenSaverEngine,5
